,date,state,cases,deaths,mental disorder,frequency of mental disorder
1993,9/2/2020,Alaska,6181,36,Symptoms of Anxiety Disorder,28.4
1994,9/2/2020,Alaska,6181,36,Symptoms of Anxiety Disorder or Depressive Disorder,33.6
1995,9/2/2020,Arizona,202898,5070,Symptoms of Depressive Disorder,26.5
1996,9/2/2020,Arizona,202898,5070,Symptoms of Anxiety Disorder,33.4
1997,9/2/2020,Arizona,202898,5070,Symptoms of Anxiety Disorder or Depressive Disorder,39.0
1998,9/2/2020,Arkansas,62112,841,Symptoms of Depressive Disorder,29.8
1999,9/2/2020,Arkansas,62112,841,Symptoms of Anxiety Disorder,36.0
2000,9/2/2020,Arkansas,62112,841,Symptoms of Anxiety Disorder or Depressive Disorder,41.1
2001,9/2/2020,California,722035,13330,Symptoms of Depressive Disorder,27.6
2002,9/2/2020,California,722035,13330,Symptoms of Anxiety Disorder,34.2
2003,9/2/2020,California,722035,13330,Symptoms of Anxiety Disorder or Depressive Disorder,39.1
2004,9/2/2020,Colorado,58392,1960,Symptoms of Depressive Disorder,22.7
2005,9/2/2020,Colorado,58392,1960,Symptoms of Anxiety Disorder,33.4
2006,9/2/2020,Colorado,58392,1960,Symptoms of Anxiety Disorder or Depressive Disorder,36.7
2007,9/2/2020,Connecticut,53108,4467,Symptoms of Depressive Disorder,21.2
2008,9/2/2020,Connecticut,53108,4467,Symptoms of Anxiety Disorder,33.1
2009,9/2/2020,Connecticut,53108,4467,Symptoms of Anxiety Disorder or Depressive Disorder,36.1
2010,9/2/2020,Delaware,17549,606,Symptoms of Depressive Disorder,23.3
2011,9/2/2020,Delaware,17549,606,Symptoms of Anxiety Disorder,29.8
2012,9/2/2020,Delaware,17549,606,Symptoms of Anxiety Disorder or Depressive Disorder,33.3
2013,9/2/2020,District of Columbia,14077,608,Symptoms of Depressive Disorder,20.9
2014,9/2/2020,District of Columbia,14077,608,Symptoms of Anxiety Disorder,33.3
2015,9/2/2020,District of Columbia,14077,608,Symptoms of Anxiety Disorder or Depressive Disorder,36.3
2016,9/2/2020,Florida,633434,11500,Symptoms of Depressive Disorder,25.3
2017,9/2/2020,Florida,633434,11500,Symptoms of Anxiety Disorder,31.3
2018,9/2/2020,Florida,633434,11500,Symptoms of Anxiety Disorder or Depressive Disorder,36.4
2019,9/2/2020,Georgia,258482,5665,Symptoms of Depressive Disorder,23.2
2020,9/2/2020,Georgia,258482,5665,Symptoms of Anxiety Disorder,31.1
2021,9/2/2020,Georgia,258482,5665,Symptoms of Anxiety Disorder or Depressive Disorder,34.3
2022,9/2/2020,Hawaii,8966,74,Symptoms of Depressive Disorder,29.4
2023,9/2/2020,Hawaii,8966,74,Symptoms of Anxiety Disorder,34.4
2024,9/2/2020,Hawaii,8966,74,Symptoms of Anxiety Disorder or Depressive Disorder,39.4
2025,9/2/2020,Idaho,33059,374,Symptoms of Depressive Disorder,21.8
2026,9/2/2020,Idaho,33059,374,Symptoms of Anxiety Disorder,31.2
2027,9/2/2020,Idaho,33059,374,Symptoms of Anxiety Disorder or Depressive Disorder,35.3
2028,9/2/2020,Illinois,241282,8322,Symptoms of Depressive Disorder,24.2
2029,9/2/2020,Illinois,241282,8322,Symptoms of Anxiety Disorder,32.6
2030,9/2/2020,Illinois,241282,8322,Symptoms of Anxiety Disorder or Depressive Disorder,37.6
2031,9/2/2020,Indiana,97853,3325,Symptoms of Depressive Disorder,20.7
2032,9/2/2020,Indiana,97853,3325,Symptoms of Anxiety Disorder,30.0
2033,9/2/2020,Indiana,97853,3325,Symptoms of Anxiety Disorder or Depressive Disorder,33.1
2034,9/2/2020,Iowa,66463,1134,Symptoms of Depressive Disorder,22.8
2035,9/2/2020,Iowa,66463,1134,Symptoms of Anxiety Disorder,26.8
2036,9/2/2020,Iowa,66463,1134,Symptoms of Anxiety Disorder or Depressive Disorder,32.0
2037,9/2/2020,Kansas,44529,458,Symptoms of Depressive Disorder,19.3
2038,9/2/2020,Kansas,44529,458,Symptoms of Anxiety Disorder,28.7
2039,9/2/2020,Kansas,44529,458,Symptoms of Anxiety Disorder or Depressive Disorder,32.5
2040,9/2/2020,Kentucky,52704,1008,Symptoms of Depressive Disorder,30.1
2041,9/2/2020,Kentucky,52704,1008,Symptoms of Anxiety Disorder,34.2
2042,9/2/2020,Kentucky,52704,1008,Symptoms of Anxiety Disorder or Depressive Disorder,40.3
2043,9/2/2020,Louisiana,150734,5004,Symptoms of Depressive Disorder,30.3
2044,9/2/2020,Louisiana,150734,5004,Symptoms of Anxiety Disorder,36.8
2045,9/2/2020,Louisiana,150734,5004,Symptoms of Anxiety Disorder or Depressive Disorder,41.7
2046,9/2/2020,Maine,4567,133,Symptoms of Depressive Disorder,20.4
2047,9/2/2020,Maine,4567,133,Symptoms of Anxiety Disorder,29.8
2048,9/2/2020,Maine,4567,133,Symptoms of Anxiety Disorder or Depressive Disorder,33.7
2049,9/2/2020,Maryland,109808,3766,Symptoms of Depressive Disorder,23.3
2050,9/2/2020,Maryland,109808,3766,Symptoms of Anxiety Disorder,29.8
2051,9/2/2020,Maryland,109808,3766,Symptoms of Anxiety Disorder or Depressive Disorder,35.4
2052,9/2/2020,Massachusetts,121131,9060,Symptoms of Depressive Disorder,20.5
2053,9/2/2020,Massachusetts,121131,9060,Symptoms of Anxiety Disorder,28.7
2054,9/2/2020,Massachusetts,121131,9060,Symptoms of Anxiety Disorder or Depressive Disorder,32.7
2055,9/2/2020,Michigan,114603,6783,Symptoms of Depressive Disorder,23.4
2056,9/2/2020,Michigan,114603,6783,Symptoms of Anxiety Disorder,32.4
2057,9/2/2020,Michigan,114603,6783,Symptoms of Anxiety Disorder or Depressive Disorder,36.2
2058,9/2/2020,Minnesota,77137,1882,Symptoms of Depressive Disorder,18.6
2059,9/2/2020,Minnesota,77137,1882,Symptoms of Anxiety Disorder,26.0
2060,9/2/2020,Minnesota,77137,1882,Symptoms of Anxiety Disorder or Depressive Disorder,30.6
2061,9/2/2020,Mississippi,84365,2526,Symptoms of Depressive Disorder,28.4
2062,9/2/2020,Mississippi,84365,2526,Symptoms of Anxiety Disorder,31.3
2063,9/2/2020,Mississippi,84365,2526,Symptoms of Anxiety Disorder or Depressive Disorder,38.6
2064,9/2/2020,Missouri,88974,1669,Symptoms of Depressive Disorder,21.8
2065,9/2/2020,Missouri,88974,1669,Symptoms of Anxiety Disorder,29.0
2066,9/2/2020,Missouri,88974,1669,Symptoms of Anxiety Disorder or Depressive Disorder,33.1
2067,9/2/2020,Montana,7715,109,Symptoms of Depressive Disorder,22.2
2068,9/2/2020,Montana,7715,109,Symptoms of Anxiety Disorder,29.6
2069,9/2/2020,Montana,7715,109,Symptoms of Anxiety Disorder or Depressive Disorder,33.1
2070,9/2/2020,Nebraska,34995,408,Symptoms of Depressive Disorder,21.7
2071,9/2/2020,Nebraska,34995,408,Symptoms of Anxiety Disorder,25.7
2072,9/2/2020,Nebraska,34995,408,Symptoms of Anxiety Disorder or Depressive Disorder,30.4
2073,9/2/2020,Nevada,69927,1338,Symptoms of Depressive Disorder,27.1
2074,9/2/2020,Nevada,69927,1338,Symptoms of Anxiety Disorder,32.1
2075,9/2/2020,Nevada,69927,1338,Symptoms of Anxiety Disorder or Depressive Disorder,37.6
2076,9/2/2020,New Hampshire,7309,432,Symptoms of Depressive Disorder,22.1
2077,9/2/2020,New Hampshire,7309,432,Symptoms of Anxiety Disorder,31.6
2078,9/2/2020,New Hampshire,7309,432,Symptoms of Anxiety Disorder or Depressive Disorder,34.9
2079,9/2/2020,New Jersey,194378,15964,Symptoms of Depressive Disorder,21.9
2080,9/2/2020,New Jersey,194378,15964,Symptoms of Anxiety Disorder,30.7
2081,9/2/2020,New Jersey,194378,15964,Symptoms of Anxiety Disorder or Depressive Disorder,35.4
2082,9/2/2020,New Mexico,25612,790,Symptoms of Depressive Disorder,27.5
2083,9/2/2020,New Mexico,25612,790,Symptoms of Anxiety Disorder,34.7
2084,9/2/2020,New Mexico,25612,790,Symptoms of Anxiety Disorder or Depressive Disorder,40.2
2085,9/2/2020,New York,440947,32559,Symptoms of Depressive Disorder,25.1
2086,9/2/2020,New York,440947,32559,Symptoms of Anxiety Disorder,33.5
2087,9/2/2020,New York,440947,32559,Symptoms of Anxiety Disorder or Depressive Disorder,37.7
2088,9/2/2020,North Carolina,171140,2806,Symptoms of Depressive Disorder,20.9
2089,9/2/2020,North Carolina,171140,2806,Symptoms of Anxiety Disorder,27.4
2090,9/2/2020,North Carolina,171140,2806,Symptoms of Anxiety Disorder or Depressive Disorder,32.2
2091,9/2/2020,North Dakota,12271,152,Symptoms of Depressive Disorder,17.4
2092,9/2/2020,North Dakota,12271,152,Symptoms of Anxiety Disorder,22.2
2093,9/2/2020,North Dakota,12271,152,Symptoms of Anxiety Disorder or Depressive Disorder,26.3
2094,9/2/2020,Ohio,125767,4176,Symptoms of Depressive Disorder,25.4
2095,9/2/2020,Ohio,125767,4176,Symptoms of Anxiety Disorder,32.1
2096,9/2/2020,Ohio,125767,4176,Symptoms of Anxiety Disorder or Depressive Disorder,36.4
2097,9/2/2020,Oklahoma,60118,821,Symptoms of Depressive Disorder,26.5
2098,9/2/2020,Oklahoma,60118,821,Symptoms of Anxiety Disorder,34.5
2099,9/2/2020,Oklahoma,60118,821,Symptoms of Anxiety Disorder or Depressive Disorder,38.4
2100,9/2/2020,Oregon,27085,473,Symptoms of Depressive Disorder,26.7
2101,9/2/2020,Oregon,27085,473,Symptoms of Anxiety Disorder,36.9
2102,9/2/2020,Oregon,27085,473,Symptoms of Anxiety Disorder or Depressive Disorder,40.9
2103,9/2/2020,Pennsylvania,140577,7792,Symptoms of Depressive Disorder,22.9
2104,9/2/2020,Pennsylvania,140577,7792,Symptoms of Anxiety Disorder,29.8
2105,9/2/2020,Pennsylvania,140577,7792,Symptoms of Anxiety Disorder or Depressive Disorder,34.7
2106,9/2/2020,Rhode Island,22078,1051,Symptoms of Depressive Disorder,25.3
2107,9/2/2020,Rhode Island,22078,1051,Symptoms of Anxiety Disorder,31.1
2108,9/2/2020,Rhode Island,22078,1051,Symptoms of Anxiety Disorder or Depressive Disorder,34.9
2109,9/2/2020,South Carolina,120503,2794,Symptoms of Depressive Disorder,22.9
2110,9/2/2020,South Carolina,120503,2794,Symptoms of Anxiety Disorder,27.7
2111,9/2/2020,South Carolina,120503,2794,Symptoms of Anxiety Disorder or Depressive Disorder,31.6
2112,9/2/2020,South Dakota,14003,169,Symptoms of Depressive Disorder,20.2
2113,9/2/2020,South Dakota,14003,169,Symptoms of Anxiety Disorder,24.7
2114,9/2/2020,South Dakota,14003,169,Symptoms of Anxiety Disorder or Depressive Disorder,29.9
2115,9/2/2020,Tennessee,154833,1768,Symptoms of Depressive Disorder,24.0
2116,9/2/2020,Tennessee,154833,1768,Symptoms of Anxiety Disorder,27.6
2117,9/2/2020,Tennessee,154833,1768,Symptoms of Anxiety Disorder or Depressive Disorder,32.4
2118,9/2/2020,Texas,649844,13185,Symptoms of Depressive Disorder,26.9
2119,9/2/2020,Texas,649844,13185,Symptoms of Anxiety Disorder,32.6
2120,9/2/2020,Texas,649844,13185,Symptoms of Anxiety Disorder or Depressive Disorder,38.2
2121,9/2/2020,Utah,52950,414,Symptoms of Depressive Disorder,22.0
2122,9/2/2020,Utah,52950,414,Symptoms of Anxiety Disorder,29.2
2123,9/2/2020,Utah,52950,414,Symptoms of Anxiety Disorder or Depressive Disorder,33.3
2124,9/2/2020,Vermont,1637,58,Symptoms of Depressive Disorder,19.6
2125,9/2/2020,Vermont,1637,58,Symptoms of Anxiety Disorder,30.2
2126,9/2/2020,Vermont,1637,58,Symptoms of Anxiety Disorder or Depressive Disorder,34.5
2127,9/2/2020,Virginia,122542,2641,Symptoms of Depressive Disorder,22.4
2128,9/2/2020,Virginia,122542,2641,Symptoms of Anxiety Disorder,29.1
2129,9/2/2020,Virginia,122542,2641,Symptoms of Anxiety Disorder or Depressive Disorder,33.3
2130,9/2/2020,Washington,78554,2025,Symptoms of Depressive Disorder,22.7
2131,9/2/2020,Washington,78554,2025,Symptoms of Anxiety Disorder,30.8
2132,9/2/2020,Washington,78554,2025,Symptoms of Anxiety Disorder or Depressive Disorder,35.4
2133,9/2/2020,West Virginia,10642,230,Symptoms of Depressive Disorder,26.9
2134,9/2/2020,West Virginia,10642,230,Symptoms of Anxiety Disorder,33.5
2135,9/2/2020,West Virginia,10642,230,Symptoms of Anxiety Disorder or Depressive Disorder,38.4
2136,9/2/2020,Wisconsin,82261,1151,Symptoms of Depressive Disorder,19.3
2137,9/2/2020,Wisconsin,82261,1151,Symptoms of Anxiety Disorder,27.5
2138,9/2/2020,Wisconsin,82261,1151,Symptoms of Anxiety Disorder or Depressive Disorder,31.3
2139,9/2/2020,Wyoming,3911,41,Symptoms of Depressive Disorder,23.6
2140,9/2/2020,Wyoming,3911,41,Symptoms of Anxiety Disorder,29.4
2141,9/2/2020,Wyoming,3911,41,Symptoms of Anxiety Disorder or Depressive Disorder,33.6
2142,9/16/2020,Alabama,141087,2392,Symptoms of Depressive Disorder,28.6
2143,9/16/2020,Alabama,141087,2392,Symptoms of Anxiety Disorder,30.8
2144,9/16/2020,Alabama,141087,2392,Symptoms of Anxiety Disorder or Depressive Disorder,37.2
2145,9/16/2020,Alaska,7308,41,Symptoms of Depressive Disorder,25.2
2146,9/16/2020,Alaska,7308,41,Symptoms of Anxiety Disorder,29.9
2147,9/16/2020,Alaska,7308,41,Symptoms of Anxiety Disorder or Depressive Disorder,35.5
2148,9/16/2020,Arizona,209911,5376,Symptoms of Depressive Disorder,28.2
2149,9/16/2020,Arizona,209911,5376,Symptoms of Anxiety Disorder,34.9
2150,9/16/2020,Arizona,209911,5376,Symptoms of Anxiety Disorder or Depressive Disorder,39.3
2151,9/16/2020,Arkansas,72219,1157,Symptoms of Depressive Disorder,23.1
2152,9/16/2020,Arkansas,72219,1157,Symptoms of Anxiety Disorder,28.7
2153,9/16/2020,Arkansas,72219,1157,Symptoms of Anxiety Disorder or Depressive Disorder,31.6
2154,9/16/2020,California,773318,14716,Symptoms of Depressive Disorder,28.7
2155,9/16/2020,California,773318,14716,Symptoms of Anxiety Disorder,37.2
2156,9/16/2020,California,773318,14716,Symptoms of Anxiety Disorder or Depressive Disorder,42.3
2157,9/16/2020,Colorado,63068,2010,Symptoms of Depressive Disorder,25.2
2158,9/16/2020,Colorado,63068,2010,Symptoms of Anxiety Disorder,34.2
2159,9/16/2020,Colorado,63068,2010,Symptoms of Anxiety Disorder or Depressive Disorder,37.7
2160,9/16/2020,Connecticut,55166,4487,Symptoms of Depressive Disorder,19.0
2161,9/16/2020,Connecticut,55166,4487,Symptoms of Anxiety Disorder,30.4
2162,9/16/2020,Connecticut,55166,4487,Symptoms of Anxiety Disorder or Depressive Disorder,33.5
2163,9/16/2020,Delaware,19234,619,Symptoms of Depressive Disorder,18.3
2164,9/16/2020,Delaware,19234,619,Symptoms of Anxiety Disorder,24.8
2165,9/16/2020,Delaware,19234,619,Symptoms of Anxiety Disorder or Depressive Disorder,28.0
2166,9/16/2020,District of Columbia,14743,617,Symptoms of Depressive Disorder,27.5
2167,9/16/2020,District of Columbia,14743,617,Symptoms of Anxiety Disorder,40.2
2168,9/16/2020,District of Columbia,14743,617,Symptoms of Anxiety Disorder or Depressive Disorder,46.4
2169,9/16/2020,Florida,671193,12938,Symptoms of Depressive Disorder,25.4
2170,9/16/2020,Florida,671193,12938,Symptoms of Anxiety Disorder,32.8
2171,9/16/2020,Florida,671193,12938,Symptoms of Anxiety Disorder or Depressive Disorder,36.4
2172,9/16/2020,Georgia,282363,6276,Symptoms of Depressive Disorder,25.0
2173,9/16/2020,Georgia,282363,6276,Symptoms of Anxiety Disorder,32.0
2174,9/16/2020,Georgia,282363,6276,Symptoms of Anxiety Disorder or Depressive Disorder,35.3
2175,9/16/2020,Hawaii,11052,102,Symptoms of Depressive Disorder,24.0
2176,9/16/2020,Hawaii,11052,102,Symptoms of Anxiety Disorder,28.7
2177,9/16/2020,Hawaii,11052,102,Symptoms of Anxiety Disorder or Depressive Disorder,33.3
2178,9/16/2020,Idaho,36594,430,Symptoms of Depressive Disorder,22.8
2179,9/16/2020,Idaho,36594,430,Symptoms of Anxiety Disorder,29.3
2180,9/16/2020,Idaho,36594,430,Symptoms of Anxiety Disorder or Depressive Disorder,33.2
2181,9/16/2020,Illinois,269282,8622,Symptoms of Depressive Disorder,23.9
2182,9/16/2020,Illinois,269282,8622,Symptoms of Anxiety Disorder,30.8
2183,9/16/2020,Illinois,269282,8622,Symptoms of Anxiety Disorder or Depressive Disorder,36.3
2184,9/16/2020,Indiana,110025,3472,Symptoms of Depressive Disorder,24.5
2185,9/16/2020,Indiana,110025,3472,Symptoms of Anxiety Disorder,31.8
2186,9/16/2020,Indiana,110025,3472,Symptoms of Anxiety Disorder or Depressive Disorder,36.6
2187,9/16/2020,Iowa,76680,1248,Symptoms of Depressive Disorder,25.5
2188,9/16/2020,Iowa,76680,1248,Symptoms of Anxiety Disorder,27.5
2189,9/16/2020,Iowa,76680,1248,Symptoms of Anxiety Disorder or Depressive Disorder,34.2
2190,9/16/2020,Kansas,51829,586,Symptoms of Depressive Disorder,22.9
2191,9/16/2020,Kansas,51829,586,Symptoms of Anxiety Disorder,30.6
2192,9/16/2020,Kansas,51829,586,Symptoms of Anxiety Disorder or Depressive Disorder,35.2
2193,9/16/2020,Kentucky,62723,1118,Symptoms of Depressive Disorder,30.7
2194,9/16/2020,Kentucky,62723,1118,Symptoms of Anxiety Disorder,32.4
2195,9/16/2020,Kentucky,62723,1118,Symptoms of Anxiety Disorder or Depressive Disorder,39.8
2196,9/16/2020,Louisiana,159865,5294,Symptoms of Depressive Disorder,29.6
2197,9/16/2020,Louisiana,159865,5294,Symptoms of Anxiety Disorder,38.5
2198,9/16/2020,Louisiana,159865,5294,Symptoms of Anxiety Disorder or Depressive Disorder,44.5
2199,9/16/2020,Maine,4941,138,Symptoms of Depressive Disorder,17.5
2200,9/16/2020,Maine,4941,138,Symptoms of Anxiety Disorder,31.5
2201,9/16/2020,Maine,4941,138,Symptoms of Anxiety Disorder or Depressive Disorder,33.5
2202,9/16/2020,Maryland,118387,3855,Symptoms of Depressive Disorder,20.3
2203,9/16/2020,Maryland,118387,3855,Symptoms of Anxiety Disorder,30.6
2204,9/16/2020,Maryland,118387,3855,Symptoms of Anxiety Disorder or Depressive Disorder,35.3
2205,9/16/2020,Massachusetts,125699,9245,Symptoms of Depressive Disorder,23.2
2206,9/16/2020,Massachusetts,125699,9245,Symptoms of Anxiety Disorder,32.2
2207,9/16/2020,Massachusetts,125699,9245,Symptoms of Anxiety Disorder or Depressive Disorder,38.4
2208,9/16/2020,Michigan,125782,6944,Symptoms of Depressive Disorder,21.0
2209,9/16/2020,Michigan,125782,6944,Symptoms of Anxiety Disorder,28.6
2210,9/16/2020,Michigan,125782,6944,Symptoms of Anxiety Disorder or Depressive Disorder,33.2
2211,9/16/2020,Minnesota,85865,1985,Symptoms of Depressive Disorder,17.4
2212,9/16/2020,Minnesota,85865,1985,Symptoms of Anxiety Disorder,26.9
2213,9/16/2020,Minnesota,85865,1985,Symptoms of Anxiety Disorder or Depressive Disorder,30.5
2214,9/16/2020,Mississippi,91234,2756,Symptoms of Depressive Disorder,28.5
2215,9/16/2020,Mississippi,91234,2756,Symptoms of Anxiety Disorder,35.0
2216,9/16/2020,Mississippi,91234,2756,Symptoms of Anxiety Disorder or Depressive Disorder,38.0
2217,9/16/2020,Missouri,108997,1844,Symptoms of Depressive Disorder,22.7
2218,9/16/2020,Missouri,108997,1844,Symptoms of Anxiety Disorder,29.9
2219,9/16/2020,Missouri,108997,1844,Symptoms of Anxiety Disorder or Depressive Disorder,33.8
2220,9/16/2020,Montana,9487,141,Symptoms of Depressive Disorder,24.4
2221,9/16/2020,Montana,9487,141,Symptoms of Anxiety Disorder,33.1
2222,9/16/2020,Montana,9487,141,Symptoms of Anxiety Disorder or Depressive Disorder,38.2
2223,9/16/2020,Nebraska,39419,455,Symptoms of Depressive Disorder,19.2
2224,9/16/2020,Nebraska,39419,455,Symptoms of Anxiety Disorder,27.6
2225,9/16/2020,Nebraska,39419,455,Symptoms of Anxiety Disorder or Depressive Disorder,30.8
2226,9/16/2020,Nevada,74377,1496,Symptoms of Depressive Disorder,31.3
2227,9/16/2020,Nevada,74377,1496,Symptoms of Anxiety Disorder,35.6
2228,9/16/2020,Nevada,74377,1496,Symptoms of Anxiety Disorder or Depressive Disorder,42.8
2229,9/16/2020,New Hampshire,7780,438,Symptoms of Depressive Disorder,19.0
2230,9/16/2020,New Hampshire,7780,438,Symptoms of Anxiety Disorder,29.4
2231,9/16/2020,New Hampshire,7780,438,Symptoms of Anxiety Disorder or Depressive Disorder,32.2
2232,9/16/2020,New Jersey,199583,16054,Symptoms of Depressive Disorder,23.7
2233,9/16/2020,New Jersey,199583,16054,Symptoms of Anxiety Disorder,34.9
2234,9/16/2020,New Jersey,199583,16054,Symptoms of Anxiety Disorder or Depressive Disorder,38.3
2235,9/16/2020,New Mexico,27041,832,Symptoms of Depressive Disorder,29.1
2236,9/16/2020,New Mexico,27041,832,Symptoms of Anxiety Disorder,38.0
2237,9/16/2020,New Mexico,27041,832,Symptoms of Anxiety Disorder or Depressive Disorder,43.2
2238,9/16/2020,New York,451078,32662,Symptoms of Depressive Disorder,23.5
2239,9/16/2020,New York,451078,32662,Symptoms of Anxiety Disorder,32.3
2240,9/16/2020,New York,451078,32662,Symptoms of Anxiety Disorder or Depressive Disorder,36.2
2241,9/16/2020,North Carolina,188800,3176,Symptoms of Depressive Disorder,21.5
2242,9/16/2020,North Carolina,188800,3176,Symptoms of Anxiety Disorder,28.7
2243,9/16/2020,North Carolina,188800,3176,Symptoms of Anxiety Disorder or Depressive Disorder,32.6
2244,9/16/2020,North Dakota,16336,180,Symptoms of Depressive Disorder,19.0
2245,9/16/2020,North Dakota,16336,180,Symptoms of Anxiety Disorder,23.2
2246,9/16/2020,North Dakota,16336,180,Symptoms of Anxiety Disorder or Depressive Disorder,27.7
2247,9/16/2020,Ohio,140518,4555,Symptoms of Depressive Disorder,24.7
2248,9/16/2020,Ohio,140518,4555,Symptoms of Anxiety Disorder,32.3
2249,9/16/2020,Ohio,140518,4555,Symptoms of Anxiety Disorder or Depressive Disorder,36.5
2250,9/16/2020,Oklahoma,72284,924,Symptoms of Depressive Disorder,23.1
2251,9/16/2020,Oklahoma,72284,924,Symptoms of Anxiety Disorder,29.2
2252,9/16/2020,Oklahoma,72284,924,Symptoms of Anxiety Disorder or Depressive Disorder,34.5
2253,9/16/2020,Oregon,29856,521,Symptoms of Depressive Disorder,31.8
2254,9/16/2020,Oregon,29856,521,Symptoms of Anxiety Disorder,41.1
2255,9/16/2020,Oregon,29856,521,Symptoms of Anxiety Disorder or Depressive Disorder,47.6
2256,9/16/2020,Pennsylvania,151889,7963,Symptoms of Depressive Disorder,24.1
2257,9/16/2020,Pennsylvania,151889,7963,Symptoms of Anxiety Disorder,30.7
2258,9/16/2020,Pennsylvania,151889,7963,Symptoms of Anxiety Disorder or Depressive Disorder,34.6
2259,9/16/2020,Rhode Island,23358,1081,Symptoms of Depressive Disorder,23.4
2260,9/16/2020,Rhode Island,23358,1081,Symptoms of Anxiety Disorder,33.4
2261,9/16/2020,Rhode Island,23358,1081,Symptoms of Anxiety Disorder or Depressive Disorder,38.3
2262,9/16/2020,South Carolina,134122,3132,Symptoms of Depressive Disorder,20.6
2263,9/16/2020,South Carolina,134122,3132,Symptoms of Anxiety Disorder,31.8
2264,9/16/2020,South Carolina,134122,3132,Symptoms of Anxiety Disorder or Depressive Disorder,35.3
2265,9/16/2020,South Dakota,17291,192,Symptoms of Depressive Disorder,17.0
2266,9/16/2020,South Dakota,17291,192,Symptoms of Anxiety Disorder,22.5
2267,9/16/2020,South Dakota,17291,192,Symptoms of Anxiety Disorder or Depressive Disorder,27.3
2268,9/16/2020,Tennessee,174400,2127,Symptoms of Depressive Disorder,25.9
2269,9/16/2020,Tennessee,174400,2127,Symptoms of Anxiety Disorder,30.5
2270,9/16/2020,Tennessee,174400,2127,Symptoms of Anxiety Disorder or Depressive Disorder,35.6
2271,9/16/2020,Texas,706034,14803,Symptoms of Depressive Disorder,28.0
2272,9/16/2020,Texas,706034,14803,Symptoms of Anxiety Disorder,33.2
2273,9/16/2020,Texas,706034,14803,Symptoms of Anxiety Disorder or Depressive Disorder,39.5
2274,9/16/2020,Utah,59770,437,Symptoms of Depressive Disorder,26.8
2275,9/16/2020,Utah,59770,437,Symptoms of Anxiety Disorder,33.9
2276,9/16/2020,Utah,59770,437,Symptoms of Anxiety Disorder or Depressive Disorder,38.5
2277,9/16/2020,Vermont,1702,58,Symptoms of Depressive Disorder,22.9
2278,9/16/2020,Vermont,1702,58,Symptoms of Anxiety Disorder,33.0
2279,9/16/2020,Vermont,1702,58,Symptoms of Anxiety Disorder or Depressive Disorder,36.6
2280,9/16/2020,Virginia,136359,2884,Symptoms of Depressive Disorder,24.6
2281,9/16/2020,Virginia,136359,2884,Symptoms of Anxiety Disorder,31.1
2282,9/16/2020,Virginia,136359,2884,Symptoms of Anxiety Disorder or Depressive Disorder,36.5
2283,9/16/2020,Washington,84714,2113,Symptoms of Depressive Disorder,25.7
2284,9/16/2020,Washington,84714,2113,Symptoms of Anxiety Disorder,34.6
2285,9/16/2020,Washington,84714,2113,Symptoms of Anxiety Disorder or Depressive Disorder,39.9
2286,9/16/2020,West Virginia,13196,290,Symptoms of Depressive Disorder,28.0
2287,9/16/2020,West Virginia,13196,290,Symptoms of Anxiety Disorder,36.4
2288,9/16/2020,West Virginia,13196,290,Symptoms of Anxiety Disorder or Depressive Disorder,39.2
2289,9/16/2020,Wisconsin,98501,1238,Symptoms of Depressive Disorder,19.4
2290,9/16/2020,Wisconsin,98501,1238,Symptoms of Anxiety Disorder,28.4
2291,9/16/2020,Wisconsin,98501,1238,Symptoms of Anxiety Disorder or Depressive Disorder,30.8
2292,9/16/2020,Wyoming,4566,46,Symptoms of Depressive Disorder,22.4
2293,9/16/2020,Wyoming,4566,46,Symptoms of Anxiety Disorder,29.1
2294,9/16/2020,Wyoming,4566,46,Symptoms of Anxiety Disorder or Depressive Disorder,33.2
2295,9/30/2020,Alabama,154701,2540,Symptoms of Depressive Disorder,25.0
2296,9/30/2020,Alabama,154701,2540,Symptoms of Anxiety Disorder,29.4
2297,9/30/2020,Alabama,154701,2540,Symptoms of Anxiety Disorder or Depressive Disorder,33.6
2298,9/30/2020,Alaska,8707,52,Symptoms of Depressive Disorder,27.1
2299,9/30/2020,Alaska,8707,52,Symptoms of Anxiety Disorder,32.6
2300,9/30/2020,Alaska,8707,52,Symptoms of Anxiety Disorder or Depressive Disorder,37.4
2301,9/30/2020,Arizona,218511,5654,Symptoms of Depressive Disorder,25.0
2302,9/30/2020,Arizona,218511,5654,Symptoms of Anxiety Disorder,31.7
2303,9/30/2020,Arizona,218511,5654,Symptoms of Anxiety Disorder or Depressive Disorder,37.8
2304,9/30/2020,Arkansas,83697,1369,Symptoms of Depressive Disorder,30.2
2305,9/30/2020,Arkansas,83697,1369,Symptoms of Anxiety Disorder,35.4
2306,9/30/2020,Arkansas,83697,1369,Symptoms of Anxiety Disorder or Depressive Disorder,42.3
2307,9/30/2020,California,821125,15898,Symptoms of Depressive Disorder,29.4
2308,9/30/2020,California,821125,15898,Symptoms of Anxiety Disorder,36.2
2309,9/30/2020,California,821125,15898,Symptoms of Anxiety Disorder or Depressive Disorder,42.4
2310,9/30/2020,Colorado,71090,2061,Symptoms of Depressive Disorder,23.8
2311,9/30/2020,Colorado,71090,2061,Symptoms of Anxiety Disorder,32.8
